"Hostname","OSVersion","OSBuild","SelectedAppCheck","SelectedAppVersions","LastWindowsUpdate","PatchList"
"DESKTOP-OA3RDAN","Microsoft Windows 11 Home Single Language","26100","Google Chrome: Installed, Mozilla Firefox: Not Installed, Microsoft Office: Installed","Google Chrome: 137.0.7151.120, Mozilla Firefox: N/A, Microsoft Office: 16.0.18827.20164","16-06-2025 12:00:00 AM","KB5056579 [10-06-2025 00:00], KB5048779 [10-06-2025 00:00], KB5050575 [10-06-2025 00:00], KB5059093 [10-06-2025 00:00], KB5063060 [16-06-2025 00:00], KB5059502 [10-06-2025 00:00]"
