"S.No","Hostname","User","CrowdStrike","CrowdStrike Date","CrowdStrike Version","Netskope","Netskope Date","Netskope Version","Encryption","Patch","Winver","WinBid"
"1","DESKTOP-OA3RDAN","ajoya","Not Installed","N/A","N/A","Not Installed","N/A","N/A","C,D not encrypted","2025-06-16","Microsoft Windows 11 Home Single Language","24H2"
